establishment_name,category,system_of_medicine,address,district,certificate_number,certificate_validity,page_number,source,scraped_at
AINDRA SYSTEMS PVT LTD,Medical Diagnostic Laboratory,Allopathy,"#24, 24th Main, 19th Cross, J.P.Nagar, 5th Phase, Bangalore",BANGALORE,BLU00671ALMDL,10 Sep 2025,6,KPME Karnataka Portal,2026-01-19T09:50:20.989450
NAKUL DIAGNOSTIC LABORATORY,Medical Diagnostic Laboratory,Allopathy,"OPPOSITE KEB OFFICE, SANTE BEEDHI, JIGANI, ANEKAL TALUK",,BLU11635ALMDL,14 Jul 2030,6,KPME Karnataka Portal,2026-01-19T09:50:21.089018
VAISHNAVI AYURVEDA,Clinic/Polyclinic with Dispensary,Ayurveda,LAKSHMI GANESH BUILDING MAIN ROAD KARKALA,,UDP00139AYCWD,24 May 2026,6,KPME Karnataka Portal,2026-01-19T09:50:21.190282
RAHEEL CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,AT POST KAKKERA VILLAGE TQ SHORAPUR DIST YADAGIRI,,YDR00074AYCOC,31 Mar 2026,6,KPME Karnataka Portal,2026-01-19T09:50:21.275330
SRI MOHANA NURSING HOME,Hospital (Level 1B),Allopathy,"1ST CROSS, LINK ROAD, SATHYANARAYANA PET",,BEL00152ALH1B,11 Apr 2026,6,KPME Karnataka Portal,2026-01-19T09:50:21.367917
AKSHAY GLOBAL HOSPITAL,Hospital (Level 1B),Allopathy,OPP SRI RAMA KALYANA MANTAPA CHALLAKERE ROAD CHITRADURGA,CHITRADURGA,CTR00017ALH1B,03 Feb 2026,6,KPME Karnataka Portal,2026-01-19T09:50:21.490586
SHEETAL CHILDRENS & DERMA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO.3, 1ST MAIN, OPPOSITE 2ND CROSS, HIG DOLLARS COLONY, RMV 2ND STAGE, BANGALORE-560094.",BANGALORE,BLU12270ALCOC,22 Sep 2030,6,KPME Karnataka Portal,2026-01-19T09:50:21.589223
SRI VINAYAKA DIAGNOSTIC LABORATORY,Medical Diagnostic Laboratory,Allopathy,"No. 70, 11th MAIN, Krishnaiah Layout, Opp. Vijaya Bank, Near Vishnuvardhan Circle, Uttarahalli, Bangalore",BANGALORE,BLU00855ALMDL,20 Oct 2025,6,KPME Karnataka Portal,2026-01-19T09:50:21.702061
MISK SKIN AND HAIR CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO 72. MOSQUE ROAD, OPPOSITE EAST WEST SCHOOL NEAR ARMUGAM CIRCLE BASANAVAGUDI, NEAR SOUTH END CIRCLE, BANGALORE-560004",BANGALORE,BLU00778ALCOC,28 Sep 2025,6,KPME Karnataka Portal,2026-01-19T09:50:21.824053
MAHALAKSHMI WOMENS CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO. 833/98, 2ND MAIN, 13TH CROSS, MAHALAKSHMI LAYOUT ENTRANCE, BANGALORE -560086",BANGALORE,BLU00738ALCOC,24 Sep 2025,6,KPME Karnataka Portal,2026-01-19T09:50:21.931175
SAGAR DIAGNOSTICS,Diagnostic Imaging Centre,Allopathy,"1st Floor, B.H.Road, Opp. Govt. Junior College, Sagara.",,SMG00027ALDIC,18 Apr 2026,6,KPME Karnataka Portal,2026-01-19T09:50:22.041528
SHUBHA POLY CLINIC,Clinic/Polyclinic with Observation,Ayurveda,"No. 5150/1B, Byraveshwara Nagar, Sondekoppa Circle, Nelamangala Taluk.",,BLR00431AYCWO,02 Aug 2028,6,KPME Karnataka Portal,2026-01-19T09:50:22.147242
NISARGA GENERAL SURGERY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"1ST FLOOR, H LINGA REDDY PLAZA, OPP OLD KSRTC BUSSTAND KOLACHALAM COMPOUND, BALLARI",BALLARI,BEL00260ALCOC,07 Sep 2026,6,KPME Karnataka Portal,2026-01-19T09:50:22.258899
VIJAYASHREE CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"Venkatehwara complex, koira cross, Chapparakallu, Devnahalli",,BLR00141AYCWD,29 Mar 2027,6,KPME Karnataka Portal,2026-01-19T09:50:22.346307
Prakruthi Multispeciality Hospital,Hospital (Level 2),Allopathy,"Thanisandra Main Road, Thanisandra, Dr. Shivramkaranth Nagar Post",,BLU01988ALHL2,08 Jun 2026,6,KPME Karnataka Portal,2026-01-19T09:50:22.438882
2,1,1 2 3 4 5 6 7 8 9 10 ...,3,,5,4,6,KPME Karnataka Portal,2026-01-19T09:50:22.573205
3,2,1,4,,6,5,6,KPME Karnataka Portal,2026-01-19T09:50:22.686922
SWASTHYA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,ANANTHAMAHAL KAUP,,UDP00660AYCWD,31 Mar 2027,7,KPME Karnataka Portal,2026-01-19T09:50:26.351080
GANGA SPECIALITY HOSPITAL PVT LTD,Hospital (Level 1A),Allopathy,"No. 59, GANGOTHRI, VIDHATHA SCHOOL ROAD, ANEKAL, BANGALORE - 562106",BANGALORE,BLU02296ALH1A,29 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:26.428691
SAI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"#97, ASHRAYA NILAYA, RASTRA KAVI KUVEMPU NAGAR, VINAYAKA LAYOUT, NEAR R.T.O OFFICE, BEHIND G.M HALL, MALLATHAHALLI, BANGALORE-560056",BANGALORE,BLU02111AYCOC,21 Jul 2026,7,KPME Karnataka Portal,2026-01-19T09:50:26.517986
SRI VENKATESHWARA SKIN CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,OPPOSITE KRISHNA NURSING HOME LAKSHMI BAZAR CHITRADURGA,CHITRADURGA,CTR00111ALCOC,03 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:26.608267
Ashwini Health Care Center,Clinic/Polyclinic Only Consultation,Ayurveda,Shop No.1 No.83 Ground Floor Venkateshwara Temple Road,,BLU02220AYCOC,18 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:26.697223
Nanda Dental Clinic,Dental Lab or Clinic,Allopathy,"Devikiran complex, ground floor, Near Karnataka Bank, Kota, Udupi dist",UDUPI,UDP00466ALDEN,28 Nov 2026,7,KPME Karnataka Portal,2026-01-19T09:50:26.786312
Neralagadde Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,"OPPOSITE BSNL EXCHANGE,NEAR BILADWARA SUBHRAMANYA,",,DKA00635AYCWD,06 Feb 2027,7,KPME Karnataka Portal,2026-01-19T09:50:26.879009
SIDDABASAV HOSPITAL,Hospital (Level 1B),Allopathy,VIDYA NAGAR HUNASAGI ROAD TALIKOTI TQ MUDDEBIHAL DIST VIJAYAPUR,,BIJ00349ALH1B,21 Jan 2027,7,KPME Karnataka Portal,2026-01-19T09:50:26.973572
Sathyashree Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"H.G.Road, K.N.Pura, Mysore-11",MYSORE,MYS02025AYCOC,23 Nov 2030,7,KPME Karnataka Portal,2026-01-19T09:50:27.055423
JANATHA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"Vahab Market Road, Jade, Soraba tq. Soraba",,SMG00133AYCWD,23 Dec 2026,7,KPME Karnataka Portal,2026-01-19T09:50:27.140142
Manjunath Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"Main Road, Devalapura, Mysore.",MYSORE,MYS00621AYCOC,07 Jul 2027,7,KPME Karnataka Portal,2026-01-19T09:50:27.207725
SHREE CLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Bochageri Plaza, Opp. Unkal BRTS Stop, Unkal, Hubballi-31",,DWR00429ALCDS,01 Jan 2027,7,KPME Karnataka Portal,2026-01-19T09:50:27.277187
SHANTI NURSING HOME,Hospital (Level 2),Allopathy,"College Road, BANAHATTI",,BGK00333ALHL2,03 Apr 2027,7,KPME Karnataka Portal,2026-01-19T09:50:27.339300
Sri Annapoorna Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"#2377 New Kantaraja Urs road, Jayanagara",,MYS01129AYCOC,05 Aug 2029,7,KPME Karnataka Portal,2026-01-19T09:50:27.435375
Jossys Dento care,Dental Lab or Clinic,Allopathy,"Dr. K G Bhat Building, Uppinangady",,DKA00681ALDEN,15 Mar 2027,7,KPME Karnataka Portal,2026-01-19T09:50:27.527681
NAGARJUNA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,DR. SUDEEP KUMAR SHETTY BILAL COMPLEX HOODE MAIN ROAD UDUPI,UDUPI,UDP00498AYCWD,10 Jan 2027,7,KPME Karnataka Portal,2026-01-19T09:50:27.615476
Dhanvantri Clinic,Clinic/Polyclinic Only Consultation,Integrated System,"#364, Gaddige Main Road, Mysore.",MYSORE,MYS00612ISCOC,07 Jul 2027,7,KPME Karnataka Portal,2026-01-19T09:50:27.709126
DR N M PATIL MURGOD SHRI MALLIKARJUN MULTISPECIALITY HOSPITAL,Hospital (Level 2),Allopathy,NEAR SANGOLLI RAYANNA CIRCLE BAILHONGAL,,BLG00771ALHL2,03 Aug 2027,7,KPME Karnataka Portal,2026-01-19T09:50:27.802358
PADMASHREE DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"PADMASHREE COMPLEX, M.G.ROAD, TUMKUR-572101",,TMK00193ALMDL,29 Jul 2026,7,KPME Karnataka Portal,2026-01-19T09:50:27.892789
AAPYAM CHIGATERI CHIKITSALAYA,Clinic/Polyclinic Only Consultation,Ayurveda,JANKAL VILLAGE JANKAL POST HOSADURGA TALUK CHITRADURGA,CHITRADURGA,CTR00117AYCOC,03 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:27.981235
MALLIKARJUNA NURSING HOME SHIMOGA,Hospital (Level 1A),Allopathy,"HOTEL JEWEL ROCK ROAD, DURGIGUDI, SHIMOGA",,SMG00154ALH1A,14 Feb 2027,7,KPME Karnataka Portal,2026-01-19T09:50:28.076047
RAJASHREE CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,DR. RAJAPAL P R KODAVOORU UDUPI,UDUPI,UDP00662AYCWD,31 Mar 2027,7,KPME Karnataka Portal,2026-01-19T09:50:28.171195
MATHRUSHREE CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"#08 OPP MUNESHWARA BLOCK, T G LAYOUT,50FT TOAD, ITTUMADU,BSK 3RD STAGE, BANGALORE-560085",BANGALORE,BLU02242AYCWD,23 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.254879
Matha Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,Venkataiahna Chathra VIllage and Post Chamarajanagar Taluk,,CNR00018AYCOC,15 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.340955
MARUTHI CLINIC,Clinic/Polyclinic Only Consultation,Homeopathy,H D PURA HOLALKERE TQ,,CTR00124HOCOC,17 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.418352
SHRI AMMA DIAGNOSTICS,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Muddu Complex, Shop No-9, Ground Floor, Near Bus Stand, Murnad, Madikere Taluk, Kodagu District-571252",KODAGU,KDG00042ALCDS,17 Apr 2027,7,KPME Karnataka Portal,2026-01-19T09:50:28.455583
Celara Diagnostics Pvt Ltd,Diagnostic Imaging Centre,Allopathy,"28, 28/1, Infantry Road, Bangalore-560001",BANGALORE,BLU02209ALDIC,18 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.482724
SHIVAKRUPA CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"Near Dundi Basaveshwara Temple, Ijarilakamapur, Haveri.",HAVERI,HVR00248ALCWD,15 Nov 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.508138
Koti Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"Bankapur,Shiggaon,Haveri",HAVERI,HVR00198AYCOC,18 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.540655
SHIVA DENTAL CLINIC,Dental Lab or Clinic,Allopathy,BEHIND VASAVI TEXTILE PETE ARKALGUD,,HSN00089ALDEN,24 Jan 2027,7,KPME Karnataka Portal,2026-01-19T09:50:28.569057
SRI TIRUMALA POLY CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"NO 376/H, NAYANDAHALLI, OPP. GANESH TEMPLE, BANGALORE-560039",BANGALORE,BLU02247AYCOC,23 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.592268
Bhandary Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"Chandrageetha Complex, Near Panduranga Vittala Bhajan Mandir , Bikaranakatta",,DKA00613ALCOC,12 Dec 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.615046
BUDDUR CLINIC SURGICAL AND MATERNITY HOME,Hospital (Level 2),Allopathy,BADDUR CLINIC BANHATTI BEHIND BANKAR PETROL BUNK JAMKHANDI ROAD BANHATTII -587311,,BGK00252ALHL2,03 Mar 2027,7,KPME Karnataka Portal,2026-01-19T09:50:28.638385
HEALTH CARE CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"7TH BLOCK, KRISHNAPURA, SURATHKAL, MANGALORE",MANGALORE,DKA00581AYCWD,25 Oct 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.663105
Wellright life Care Polyclinic,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Shop No.1, Sy No.97, Near Mittal Elanza Apartments, Kogilu Main Road, Srinivasapura, Yelahanka, Bengaluru - 560064",BENGALURU,BLU02166ALCDS,09 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.686490
Mathru clinic,Clinic/Polyclinic with Dispensary,Ayurveda,"Hedge building, hunsemakki post, kundapura,",,UDP00560AYCWD,08 Feb 2027,7,KPME Karnataka Portal,2026-01-19T09:50:28.714075
AGM AYURVEDIC MEDICAL COLLEGE AND HOSPTIAL,Hospital (Level 4)(Teaching),Ayurveda,"Algur RC, Jamkhandi, Dist.Bagalkot.",,BGK00117AYHL4,21 Jul 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.749197
SANJEEVINI DIAGNOSTICS,Medical Diagnostic Laboratory,Allopathy,"147/17, KOLACHALAM COMPOUND, OPP OLD KSRTC BUS STAND, BALLARI",BALLARI,BEL00257ALMDL,07 Sep 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.819420
BHARATH DIAGNOSTIC CENTRE,Diagnostic Imaging Centre,Allopathy,"# - 741 ward No-5, Besides Akash inn Hotel, R.M.R Road, Durgigudi, Shimoga",,SMG00014ALDIC,18 Feb 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.857660
KANGAROO WOMAN & CHILD CARE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"#1401,A Block, Railway Parallel Road, Sahakaranagar, Bangalore-560092",BANGALORE,BLU11549ALCDS,02 Jul 2030,7,KPME Karnataka Portal,2026-01-19T09:50:28.880575
Sagar Ayush,AYUSH Therapy Centre,Ayurveda,"# 4016, 1st Cross, 17th Main, HAL 2nd Stage, Near Vidya Sagar Pre-School, Indiranagar, Bangalore.",BANGALORE,BLU11879AYATC,10 Aug 2030,7,KPME Karnataka Portal,2026-01-19T09:50:28.905468
Lifeline Kannur Polyclinic,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Door No 3-24/3, Metalco Plaza, Adyar, Kannur, Mangalore",MANGALORE,DKA00251ALCDS,26 Jan 2026,7,KPME Karnataka Portal,2026-01-19T09:50:28.938846
Sri Skin Zone,Clinic/Polyclinic Only Consultation,Allopathy,"74, 4 th main, Hoysala nagar, R M Nagar, Bangalore",BANGALORE,BLU00327ALCOC,08 Jul 2025,7,KPME Karnataka Portal,2026-01-19T09:50:28.966909
The Family Doctor,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Liss Cottage, Site # 1718-1719 Garden Layout, HSR 2nd Sector , HSR Layout Opposite Nagarjuna Apartments",,BLU00558ALCDS,20 Aug 2025,7,KPME Karnataka Portal,2026-01-19T09:50:29.016724
SHRI ISHWARAGOUDA R PATIL YATNAL DIALYSIS CENTRE,Hospital (Level 1A),Allopathy,2ND FLOOR KRISHNA COMPLEX S S ROAD VIJAYAPUR,,BIJ00063ALH1A,15 Jul 2025,7,KPME Karnataka Portal,2026-01-19T09:50:29.086145
RAJU CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"IMA COMPLEX, TOWN HALL CIRCLE, TUMAKURU-572101.",TUMAKURU,TMK00070ALCOC,09 Dec 2025,7,KPME Karnataka Portal,2026-01-19T09:50:29.172774
AMRUTH POLY CLINIC,Clinic/Polyclinic with Observation,Allopathy,"NO.10, 15TH A CROSS, OPP TO BBMP PARK, JUDICIAL LAYOUT, YELAHANKA, BANGALORE-560064.",BANGALORE,BLU01372ALCWO,17 Jan 2026,7,KPME Karnataka Portal,2026-01-19T09:50:29.255439
Cosmetic Dentist and Endodontist,Dental Lab or Clinic,Allopathy,"Siddarth Building ,Hotel Veenu International Building,Balmatta Road,",,DKA00617ALDEN,12 Dec 2026,7,KPME Karnataka Portal,2026-01-19T09:50:29.339776
SINDAGI SCAN CENTER,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Sampath Building, Behind Bus Stop, Taluk Sindagi Dist Vijayapur.",,BIJ01552ALCDS,19 Aug 2030,7,KPME Karnataka Portal,2026-01-19T09:50:29.433458
NAYANA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"No.1307/2, Kuvempu Circle, Vijinapura, Bangalore",BANGALORE,BLU12548AYCOC,10 Nov 2030,7,KPME Karnataka Portal,2026-01-19T09:50:29.464247
SBREDTs SRI SATHYA SAI HOSPITAL,Hospital (Level 2),Allopathy,"Plot No. 19, Sattur, P. B. Road, Dharwad.",DHARWAD,DWR00106ALHL2,10 Nov 2025,7,KPME Karnataka Portal,2026-01-19T09:50:29.489043
AROGYA MANDIRA TRUST,AYUSH Therapy Centre,Yoga and Naturopathy,"148,1ST R BLOCK, NEAR ISCKON TEMPLE, RAJAJINAGAR,",,BLU08894YNATC,08 Sep 2029,7,KPME Karnataka Portal,2026-01-19T09:50:29.514060
DR SUMAN CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,NO 129/130 SIDDALINGAPPA BUILDING SARAKKI MAIN ROAD 1ST PHASE JP NAGAR,,BLU02109ALCOC,21 Jul 2026,7,KPME Karnataka Portal,2026-01-19T09:50:29.559323
M/S ACHARYA TULSI DIAGNOSTIC CENTRE AND DENTAL CARE A JAIN SOCIAL CHARITABLE ORGANIZATION,Clinic/Polyclinic with Diagnostic Support,Allopathy,"NO 14/1, 80 FEET ROAD, VINAYAKANAGAR, SRINIVASANAGAR MAINROAD, BANGALORE-560050",BANGALORE,BLU11898ALCDS,11 Aug 2030,7,KPME Karnataka Portal,2026-01-19T09:50:29.641990
RAGHAVENDRA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"ABOVE CANARA BANK, D B M ROAD, CHIKKABALLAPUR",,CBR00010ALCOC,12 Jan 2026,7,KPME Karnataka Portal,2026-01-19T09:50:29.726035
CARE & CURE HOSPITALS,Hospital (Level 1A),Allopathy,"# 143, 2ND MAIN, 7TH CROSS, KENGERI SATELLITE TOWN, BANGALORE-560060",BANGALORE,BLU01095ALH1A,08 Nov 2025,7,KPME Karnataka Portal,2026-01-19T09:50:29.818508
KERUDI HEALTHCARE PRIVATE LIMITED,Specialty / Super-Specialty Specific Hospital,Allopathy,"HALAMMA KERUDI CANCER AND HEART HOSPITAL, ROTARY CIRCLE, NAVANAGAR ROAD, BAGALKOT",,BGK01330ALSSH,06 Jan 2031,7,KPME Karnataka Portal,2026-01-19T09:50:29.896255
Swasthya Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,Dr. Laxmikanth K L Swasthya Clinic Durga Complex Hiriadka,,UDP00075AYCWD,26 Jan 2026,7,KPME Karnataka Portal,2026-01-19T09:50:29.983118
VENKATESH MATERNITY AND SCANNING CENTRE,Hospital (Level 1B),Allopathy,NEAR VENKATESH THEATRE BESIDE SHRINIVAS PETROL PUMP GURLAPUR ROAD MUDALAGI,,BLG00097ALH1B,11 Jan 2026,7,KPME Karnataka Portal,2026-01-19T09:50:30.074222
MITHRA MULTISPECIALITY HOSPITAL,Hospital (Level 1A),Allopathy,"#6, SR LAYOUT, KYALASANAHALLI VILLAGE, JIGANI TOWN, BANGALORE-560105",BANGALORE,BLU12353ALH1A,17 Oct 2030,7,KPME Karnataka Portal,2026-01-19T09:50:30.137990
MEDHA SPECIALITY CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"#156, 2ND A CROSS, DOMLUR 2ND STAGE, BANGALORE-560071.",BANGALORE,BLU01452ALCOC,07 Feb 2026,7,KPME Karnataka Portal,2026-01-19T09:50:30.202671
MITHRA HI TECH DIAGNOSTIC CENTER,Medical Diagnostic Laboratory,Allopathy,"#550/A5 and A4, ARALIMARA CIRCLE, NEAR NOORANI AUTO STAND, K R ROAD, DAVANAGERE-57 001",DAVANAGERE,DVG00231ALMDL,26 Oct 2026,7,KPME Karnataka Portal,2026-01-19T09:50:30.248918
Sri Raksha Diagnostic centre,Medical Diagnostic Laboratory,Allopathy,"Near Govt Hospital, Terakanambi Gundlupet Taluk",,CNR00041ALMDL,13 Jul 2027,7,KPME Karnataka Portal,2026-01-19T09:50:30.307513
SWASTI SKIN CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"Bhagawati Arcade, Near Chowdeshwari Temple, After Railway Crossing, Shimoga.",,SMG00128ALCOC,23 Dec 2026,7,KPME Karnataka Portal,2026-01-19T09:50:30.410934
DR KIRAN KULKARNI CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"Primary Teachers Co Operative Society Building, Near Laxmi Narayan Temple, Raviwar Peth, Dharwad.",DHARWAD,DWR00120ALCOC,26 Nov 2025,7,KPME Karnataka Portal,2026-01-19T09:50:30.522999
JV DIAGNOSTICS CENTER,Clinic/Polyclinic with Diagnostic Support,Allopathy,"# 23, SHOP NO 23-1/1, GROUND FLOOR, RAGHAVACHARI LAYOUT, BASAVANNA NAGAR LAYOUT, HOODI VILLAGE, MAHADEVAPURA POST, BANGALORE-560048",BANGALORE,BLU01085ALCDS,08 Nov 2025,7,KPME Karnataka Portal,2026-01-19T09:50:30.644931
APOLLO HEALTH AND LIFESTYLE LTD,Medical Diagnostic Laboratory,Allopathy,"GROUND FLOOR , AND 2ND FLOOR , NO 2M-209 , NGEF LAYOUT , KASTURI NAGAR , BANGALORE -43",BANGALORE,BLU01084ALMDL,08 Nov 2025,7,KPME Karnataka Portal,2026-01-19T09:50:30.745864
NERV NEUROSURGERY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"PARIN ARCADE, COLLECTORS GATE CIRCLE, BALMATTTA",,DKA00222ALCOC,20 Jan 2026,7,KPME Karnataka Portal,2026-01-19T09:50:30.839129
SRI VINAYAKA CHILDREN CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"#51, MUDDINAPALYA MAIN ROAD, ANJANANAGAR, MAGADI MAIN ROAD, VISHWANEEDAM POST, BANGALORE-560091",BANGALORE,BLU01080ALCOC,08 Nov 2025,7,KPME Karnataka Portal,2026-01-19T09:50:30.956086
SPOORTHI DIGNOSTICS,Medical Diagnostic Laboratory,Allopathy,KELOJI COMPLEX PAMPANAGAR NEAR GOVT HOSPITAL GANGAVATHI,,KPL00016ALMDL,30 Dec 2026,7,KPME Karnataka Portal,2026-01-19T09:50:31.051653
AM High Tech Laboratory,Medical Diagnostic Laboratory,Allopathy,"Malur main road, Near govt-APML Vokkaleri village, kolar taluk",KOLAR,KLR00043ALMDL,12 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:31.151250
AVIGHNA SPECIALITY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO.95.96/1,SAI SADANA ,2ND CROSS,NEAR M S PALYA ,VIDYARANYAPURA ,BENGALORE -560097",,BLU01041ALCOC,08 Nov 2025,7,KPME Karnataka Portal,2026-01-19T09:50:31.239872
city diagnostics,Diagnostic Imaging Centre,Allopathy,"# 1-3-02, Rao taleem, dargapura road, Bidar-585401",BIDAR,BDR00037ALDIC,21 Mar 2026,7,KPME Karnataka Portal,2026-01-19T09:50:31.338938
DEVIKA MATERNITY HOME AND IVF CENTRE,Hospital (Level 1A),Allopathy,"SWASTIK NAGAR, RING ROAD, KALABURGI",,GLB00056ALH1A,30 Nov 2025,7,KPME Karnataka Portal,2026-01-19T09:50:31.450171
GANGOTRI MULTISPECIALITY HOSPITAL,Hospital (Level 1A),Allopathy,"HIREMATH COMPLEX, MALLI MAIN ROAD, YADRAMI QT.JEWARGI. DIST. KALABURAGI-585325",KALABURAGI,GLB00065ALH1A,10 Dec 2025,7,KPME Karnataka Portal,2026-01-19T09:50:31.549849
KUSAGUR CHILDRENS CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"KUSAGUR CHILDRENS CLINIC #1253/3A, SHIVAKUMARASWAMY BADAVANE, HADADI MAIN ROAD, DAVANAGERE.",DAVANAGERE,DVG00202ALCOC,29 Aug 2026,7,KPME Karnataka Portal,2026-01-19T09:50:31.648079
ATHARV WOMEN CARE AND FERTILITY CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"NO. 32, 3RD BLOCK, 2ND STAGE, NEAR BDA COMPLEX, NAGARBHAVI, BANGALORE -560072",BANGALORE,BLU00645ALCOC,06 Sep 2025,7,KPME Karnataka Portal,2026-01-19T09:50:31.761521
Sveta Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"#448, 2nd cross, 1st stage, Indiranagar, Krishna temple road, Bangalore",BANGALORE,BLU01559ALCOC,24 Feb 2026,7,KPME Karnataka Portal,2026-01-19T09:50:31.865140
BENGALURU GENOMICS CENTER PVT LTD,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Plot. No.40/2, 2nd Floor, Ramanashree California Gardens, Opp. to Duo Marvel Layout, Ananthapura Main Road, Yelahanka, Bengaluru",BENGALURU,BLU00614ALCDS,30 Aug 2025,7,KPME Karnataka Portal,2026-01-19T09:50:31.976566
Divine Women and Child Speciality Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"No. 506 4th cross 3rd phase 2nd block, BSK 3 rd Stage, Bangalore",BANGALORE,BLU00809ALCOC,12 Oct 2025,7,KPME Karnataka Portal,2026-01-19T09:50:32.083314
GENEMATRIX MOLECULAR DIAGNOSTICS AND RESEARCH,Medical Diagnostic Laboratory,Allopathy,"PANJOOR PLAZA, 1ST MAIN ROAD, DR. RAJKUMAR ROAD, RAJAJINAGAR, BANGALORE",BANGALORE,BLU00780ALMDL,28 Sep 2025,7,KPME Karnataka Portal,2026-01-19T09:50:32.197377
HEALTHIANS DIAGNOSTICS LABS. EXPEDIENT HEALTHCARE MARKETING PVT LTD DBA HEALTHIANS.,Medical Diagnostic Laboratory,Allopathy,"No.4BC-301, The Summit, 3rd A Main, 4th B Cross, EAST of NGEF BDA Layout, Kasturinagar East, Ramamurthy Nagar Main Road, Bengaluru",BENGALURU,BLU00630ALMDL,02 Sep 2025,7,KPME Karnataka Portal,2026-01-19T09:50:32.293937
DR. ACHARYAS HOMOEOPATHIC HEALTH CARE CENTRE,Clinic/Polyclinic Only Consultation,Homeopathy,"Scouts Complex, Opp. District Court, Dharwad-580001.",DHARWAD,DWR00291HOCOC,22 May 2026,7,KPME Karnataka Portal,2026-01-19T09:50:32.390858
Venkateshwara clinic,Clinic/Polyclinic Only Consultation,Integrated System,Mandipete Ramnagara,,RMG00032ISCOC,10 Oct 2026,7,KPME Karnataka Portal,2026-01-19T09:50:32.496389
JP Diagnostic centre,Diagnostic Imaging Centre,Allopathy,"# 4-10-5, 24, Behind Indane Gas Agency, Near Old Bus Stand, Shahapur",,YDR00069ALDIC,21 Mar 2026,7,KPME Karnataka Portal,2026-01-19T09:50:32.615454
